mother_has_secondary_education,mother_has_college_education,birth_month_num,birth_month_name,gender,internet_connection,repeated_secondary,score_math,n_students_in_school
0.0,0.0,11,November,Female,Yes,"Yes, once",447.4443,177.0
1.0,1.0,4,April,Male,Yes,"Yes, once",321.142,177.0
,,1,January,Female,Yes,"Yes, once",405.34630000000004,177.0
0.0,0.0,4,April,Female,No,"Yes, once",442.76500000000004,177.0
1.0,0.0,12,December,Female,Yes,"No, never",447.0282,177.0
0.0,0.0,3,March,Female,Yes,"No, never",465.7775,177.0
1.0,0.0,11,November,Female,Yes,"No, never",389.59939999999995,177.0
1.0,1.0,1,January,Female,Yes,"Yes, once",389.63070000000005,177.0
1.0,,1,January,Female,Yes,"Yes, once",361.7604,177.0
1.0,1.0,4,April,Female,Yes,"No, never",548.653,177.0
0.0,0.0,8,August,Female,Yes,"No, never",485.90080000000006,177.0
1.0,0.0,3,March,Male,Yes,"Yes, once",371.3272,177.0
0.0,0.0,10,October,Female,Yes,"Yes, once",339.1038,680.0
1.0,0.0,1,January,Male,Yes,"Yes, once",467.5176,680.0
1.0,0.0,11,November,Female,Yes,"Yes, once",332.1809,680.0
1.0,1.0,12,December,Female,Yes,"Yes, once",369.29789999999997,680.0
1.0,,1,January,Male,Yes,"No, never",399.92420000000004,680.0
1.0,0.0,2,February,Female,Yes,"Yes, once",443.4826,680.0
1.0,1.0,8,August,Male,Yes,"No, never",450.8129,680.0
1.0,0.0,1,January,Female,Yes,"No, never",389.9884,680.0
0.0,0.0,4,April,Female,Yes,"Yes, once",348.44879999999995,680.0
1.0,0.0,10,October,Male,Yes,"No, never",533.3443,680.0
0.0,0.0,10,October,Female,Yes,"Yes, twice or more",375.20369999999997,680.0
0.0,1.0,4,April,Female,Yes,"No, never",327.1908,680.0
0.0,0.0,8,August,Female,No,"Yes, twice or more",334.8046,680.0
0.0,0.0,12,December,Male,Yes,"Yes, once",335.10060000000004,680.0
1.0,1.0,1,January,Male,Yes,"No, never",441.3102,680.0
1.0,0.0,5,May,Male,No,"No, never",463.87879999999996,680.0
1.0,1.0,7,July,Female,Yes,"No, never",470.2665999999999,680.0
1.0,0.0,2,February,Male,Yes,"Yes, once",404.0429,680.0
1.0,0.0,6,June,Female,Yes,"No, never",424.0906999999999,680.0
1.0,1.0,11,November,Male,Yes,"Yes, once",352.07849999999996,680.0
,1.0,2,February,Male,Yes,"No, never",482.30909999999994,680.0
1.0,1.0,3,March,Female,Yes,"Yes, once",379.77080000000007,680.0
1.0,1.0,11,November,Male,Yes,"Yes, once",492.19220000000007,680.0
1.0,0.0,4,April,Female,Yes,"Yes, once",364.76079999999996,680.0
1.0,0.0,6,June,Male,Yes,"No, never",410.6897,680.0
0.0,0.0,12,December,Female,Yes,"Yes, twice or more",297.8139,680.0
0.0,0.0,6,June,Male,Yes,"Yes, once",405.0942,680.0
1.0,1.0,5,May,Male,Yes,"No, never",460.053,680.0
1.0,,12,December,Female,Yes,"No, never",354.63109999999995,680.0
1.0,1.0,7,July,Female,No,"Yes, once",371.2711,680.0
1.0,1.0,9,September,Female,Yes,"Yes, twice or more",322.6206,680.0
1.0,1.0,4,April,Female,Yes,"Yes, once",324.07460000000003,680.0
1.0,0.0,2,February,Female,Yes,"Yes, once",368.55199999999996,680.0
1.0,0.0,3,March,Female,Yes,"No, never",531.9341000000001,680.0
1.0,0.0,7,July,Male,Yes,,370.85849999999994,680.0
1.0,1.0,9,September,Female,Yes,"Yes, once",454.91319999999996,680.0
1.0,0.0,6,June,Male,Yes,"No, never",553.9404000000001,680.0
1.0,0.0,2,February,Female,Yes,"No, never",480.9718000000001,680.0
,,9,September,Female,,,348.94780000000003,199.0
,1.0,8,August,Female,Yes,"No, never",468.8491,199.0
,,3,March,Female,,,525.7845,199.0
1.0,1.0,9,September,Male,Yes,"No, never",448.39790000000005,199.0
1.0,0.0,1,January,Female,Yes,"No, never",486.941,199.0
,,10,October,Female,,,365.08329999999995,199.0
1.0,0.0,6,June,Female,Yes,"No, never",546.9296,199.0
1.0,1.0,6,June,Male,Yes,"No, never",551.4217,199.0
1.0,0.0,7,July,Female,Yes,"No, never",451.1472,199.0
1.0,0.0,10,October,Female,Yes,"No, never",477.48889999999994,199.0
1.0,0.0,12,December,Female,Yes,"Yes, once",388.0091,199.0
1.0,0.0,6,June,Female,Yes,"Yes, once",431.5844,199.0
1.0,1.0,6,June,Female,Yes,"No, never",397.0593,199.0
0.0,0.0,12,December,Male,Yes,"No, never",511.6388,199.0
1.0,0.0,3,March,Male,Yes,"No, never",494.8232,199.0
1.0,,7,July,Female,Yes,"No, never",467.8018,199.0
0.0,1.0,7,July,Male,Yes,,320.51270000000005,199.0
1.0,0.0,12,December,Female,Yes,"No, never",501.6456,199.0
,,11,November,Male,Yes,"No, never",365.14759999999995,199.0
,,3,March,Male,,,328.2951,199.0
1.0,1.0,10,October,Male,Yes,"No, never",495.2592000000001,199.0
1.0,0.0,5,May,Male,Yes,"No, never",540.5923,199.0
1.0,0.0,3,March,Female,Yes,"No, never",478.85540000000003,199.0
1.0,0.0,7,July,Female,Yes,"No, never",526.396,199.0
1.0,,7,July,Male,Yes,"No, never",415.66360000000003,199.0
0.0,0.0,5,May,Male,Yes,"Yes, twice or more",436.5523,199.0
1.0,1.0,12,December,Female,Yes,,284.7926,199.0
0.0,0.0,2,February,Male,Yes,"Yes, once",411.82789999999994,199.0
1.0,,3,March,Female,Yes,"Yes, once",359.29370000000006,199.0
1.0,1.0,2,February,Female,Yes,"No, never",486.7635,199.0
1.0,0.0,1,January,Male,Yes,"No, never",523.5020999999999,199.0
1.0,,12,December,Female,Yes,"No, never",395.9137,199.0
1.0,1.0,5,May,Female,Yes,,453.0236,199.0
,,11,November,Male,,,304.09569999999997,650.0
1.0,1.0,2,February,Female,Yes,"No, never",491.03589999999997,650.0
1.0,1.0,1,January,Male,Yes,"Yes, once",471.9210999999999,650.0
,,10,October,Male,,,383.2979,650.0
1.0,1.0,1,January,Male,Yes,"No, never",477.5502,650.0
1.0,0.0,11,November,Male,Yes,,381.77360000000004,650.0
,1.0,12,December,Male,Yes,"No, never",315.32730000000004,650.0
1.0,0.0,9,September,Male,Yes,"No, never",422.8175,650.0
1.0,,12,December,Male,Yes,"Yes, once",362.06080000000003,650.0
1.0,0.0,5,May,Male,Yes,"Yes, once",316.9278,650.0
1.0,0.0,1,January,Male,Yes,"No, never",426.06940000000003,650.0
,1.0,9,September,Female,Yes,"No, never",432.51849999999996,650.0
1.0,1.0,8,August,Female,Yes,"Yes, once",420.2856,650.0
1.0,1.0,9,September,Male,Yes,"No, never",591.6276999999999,650.0
1.0,0.0,5,May,Female,Yes,"Yes, once",340.90240000000006,650.0
1.0,1.0,8,August,Female,Yes,"No, never",451.4853,650.0
1.0,1.0,1,January,Male,Yes,"No, never",371.01059999999995,650.0
,0.0,9,September,Female,No,"No, never",343.48249999999996,650.0
,,9,September,Male,Yes,"No, never",389.8293,650.0
,,9,September,Female,Yes,"No, never",516.2212,650.0
,0.0,5,May,Female,Yes,"No, never",475.68719999999996,650.0
,,10,October,Male,Yes,"No, never",412.3137,650.0
0.0,0.0,6,June,Male,Yes,"No, never",381.24649999999997,650.0
,,2,February,Female,Yes,"Yes, once",394.68120000000005,650.0
1.0,0.0,12,December,Male,Yes,"No, never",448.5526,650.0
0.0,0.0,2,February,Female,Yes,"Yes, once",384.15380000000005,650.0
1.0,0.0,1,January,Male,Yes,"No, never",497.7610000000001,650.0
,,7,July,Female,Yes,"Yes, once",390.22390000000007,650.0
,,9,September,Female,Yes,,259.36339999999996,650.0
1.0,1.0,2,February,Male,Yes,"Yes, once",381.4353,650.0
,1.0,10,October,Male,Yes,"No, never",440.5413,650.0
,,7,July,Male,Yes,"Yes, once",369.6383,650.0
1.0,1.0,8,August,Male,Yes,"Yes, once",373.9899,651.0
1.0,1.0,5,May,Female,Yes,"No, never",485.6255,651.0
1.0,1.0,10,October,Male,Yes,"No, never",593.9858,651.0
1.0,1.0,7,July,Male,Yes,"No, never",617.0198,651.0
1.0,0.0,12,December,Female,Yes,"No, never",547.3725,651.0
1.0,1.0,6,June,Female,Yes,"No, never",610.1650000000001,651.0
1.0,0.0,5,May,Female,Yes,"Yes, once",338.5308999999999,651.0
1.0,1.0,10,October,Female,Yes,"No, never",507.8624,651.0
1.0,0.0,11,November,Female,Yes,"Yes, once",414.09700000000004,651.0
1.0,0.0,1,January,Female,Yes,"No, never",540.1229000000001,651.0
1.0,1.0,3,March,Male,Yes,"No, never",332.247,651.0
0.0,0.0,5,May,Male,Yes,,495.7857,651.0
1.0,1.0,9,September,Male,Yes,"No, never",535.4481,651.0
1.0,,2,February,Male,Yes,"Yes, once",463.74089999999995,651.0
1.0,0.0,7,July,Female,Yes,"No, never",578.1739,862.0
1.0,0.0,6,June,Male,Yes,"No, never",537.3244,862.0
1.0,,2,February,Male,Yes,"No, never",538.4226,862.0
1.0,0.0,11,November,Female,Yes,"No, never",472.51989999999995,862.0
1.0,0.0,5,May,Female,Yes,"No, never",437.3684,862.0
1.0,0.0,8,August,Female,Yes,"Yes, once",423.38599999999997,862.0
1.0,1.0,3,March,Female,Yes,"No, never",610.4739999999999,862.0
1.0,1.0,4,April,Male,Yes,"No, never",501.25730000000004,862.0
1.0,1.0,11,November,Female,Yes,"No, never",541.4532999999999,862.0
1.0,1.0,3,March,Male,Yes,"Yes, once",409.07109999999994,862.0
1.0,0.0,9,September,Male,Yes,"Yes, once",409.8428,862.0
1.0,0.0,1,January,Female,Yes,"No, never",537.8065,862.0
1.0,0.0,9,September,Female,Yes,"No, never",545.5876999999999,862.0
1.0,0.0,11,November,Female,Yes,"No, never",364.1491000000001,862.0
1.0,0.0,1,January,Female,Yes,"No, never",471.57919999999996,862.0
0.0,0.0,10,October,Female,Yes,,382.2585,862.0
1.0,1.0,6,June,Female,Yes,"No, never",580.3005999999999,862.0
1.0,,3,March,Male,Yes,"No, never",549.9941999999999,862.0
1.0,0.0,8,August,Male,Yes,"Yes, once",570.6093000000001,862.0
1.0,0.0,2,February,Male,Yes,"No, never",499.3687,862.0
1.0,1.0,12,December,Male,Yes,"No, never",530.5613,862.0
1.0,0.0,4,April,Male,Yes,"No, never",643.9150000000002,862.0
,,1,January,Female,,,481.3063000000001,862.0
1.0,1.0,6,June,Male,Yes,"No, never",572.7301,862.0
1.0,1.0,4,April,Male,Yes,"No, never",638.8608,862.0
1.0,1.0,4,April,Male,Yes,"No, never",502.83240000000006,862.0
1.0,0.0,1,January,Male,Yes,"No, never",433.4255999999999,862.0
1.0,1.0,7,July,Female,Yes,"No, never",520.8324,862.0
1.0,1.0,1,January,Female,Yes,"No, never",508.8508,862.0
1.0,1.0,10,October,Male,Yes,"No, never",372.1909,862.0
1.0,1.0,6,June,Male,Yes,"No, never",472.1606,862.0
1.0,1.0,12,December,Male,Yes,"No, never",574.383,862.0
1.0,1.0,5,May,Female,Yes,"No, never",524.6584,862.0
1.0,1.0,10,October,Female,Yes,"Yes, once",468.7018,862.0
1.0,1.0,6,June,Female,Yes,"No, never",427.1911,862.0
1.0,,5,May,Female,Yes,"No, never",490.43469999999996,862.0
,,4,April,Female,,,443.1089,862.0
1.0,1.0,10,October,Male,Yes,"No, never",429.5071,862.0
1.0,1.0,10,October,Female,Yes,"No, never",579.2116,130.0
1.0,0.0,6,June,Female,No,"No, never",499.08990000000006,130.0
1.0,0.0,8,August,Male,Yes,"No, never",488.5386,130.0
1.0,1.0,4,April,Male,Yes,"No, never",508.99449999999996,130.0
1.0,0.0,10,October,Male,Yes,"No, never",536.6081,130.0
1.0,1.0,12,December,Male,Yes,"No, never",555.9304,130.0
1.0,1.0,8,August,Female,Yes,"No, never",568.5905,130.0
1.0,1.0,9,September,Female,No,"Yes, once",448.9375,130.0
1.0,1.0,9,September,Female,Yes,"No, never",381.1662,130.0
1.0,,8,August,Male,Yes,"No, never",487.7856,130.0
1.0,0.0,8,August,Male,Yes,"No, never",504.4451000000001,130.0
1.0,1.0,7,July,Female,Yes,"No, never",440.4824,130.0
1.0,0.0,5,May,Female,Yes,"No, never",476.30039999999997,639.0
1.0,1.0,5,May,Female,Yes,"Yes, twice or more",330.45630000000006,639.0
1.0,1.0,4,April,Female,Yes,"No, never",605.9150999999999,639.0
1.0,1.0,9,September,Male,Yes,"No, never",555.6629,639.0
1.0,1.0,12,December,Male,Yes,"No, never",551.1360000000001,639.0
1.0,0.0,9,September,Male,Yes,"Yes, once",392.3329,639.0
1.0,1.0,10,October,Female,Yes,"No, never",497.48190000000005,639.0
1.0,0.0,12,December,Female,Yes,"No, never",521.7846,639.0
1.0,1.0,5,May,Female,Yes,"No, never",468.8241,639.0
1.0,1.0,12,December,Female,Yes,"No, never",377.4029,639.0
1.0,0.0,12,December,Female,Yes,"No, never",469.2937,639.0
1.0,0.0,1,January,Male,Yes,,497.1576999999999,639.0
1.0,1.0,3,March,Male,Yes,,509.17479999999995,639.0
1.0,1.0,8,August,Female,Yes,"No, never",399.975,639.0
1.0,0.0,3,March,Female,Yes,"No, never",508.6561,639.0
0.0,0.0,7,July,Female,Yes,"No, never",426.51329999999996,639.0
0.0,1.0,2,February,Male,Yes,"No, never",409.05760000000004,639.0
1.0,0.0,9,September,Female,Yes,"No, never",418.7722,639.0
1.0,,5,May,Female,Yes,,388.25079999999997,639.0
0.0,0.0,9,September,Female,Yes,"No, never",462.7766,639.0
0.0,0.0,3,March,Male,Yes,"No, never",417.44879999999995,639.0
1.0,0.0,8,August,Female,Yes,"No, never",334.7148,639.0
,1.0,10,October,Female,Yes,"No, never",361.1968,639.0
1.0,0.0,1,January,Female,Yes,"No, never",440.35960000000006,639.0
1.0,1.0,2,February,Female,Yes,"No, never",524.9703999999999,639.0
1.0,1.0,3,March,Male,Yes,"No, never",585.8056,639.0
,0.0,3,March,Female,Yes,"No, never",388.9157000000001,639.0
1.0,1.0,9,September,Male,Yes,"No, never",387.87540000000007,639.0
1.0,1.0,5,May,Male,Yes,"No, never",387.7894,639.0
1.0,1.0,7,July,Male,Yes,"Yes, once",394.6581,639.0
1.0,1.0,10,October,Male,Yes,"No, never",432.3639,639.0
1.0,,2,February,Male,Yes,"No, never",449.91270000000003,639.0
1.0,1.0,10,October,Male,Yes,"Yes, once",401.67560000000003,639.0
1.0,1.0,5,May,Female,Yes,"No, never",526.7573,1536.0
1.0,1.0,4,April,Female,Yes,"No, never",448.0374,1536.0
1.0,1.0,11,November,Female,Yes,"No, never",511.8944,1536.0
1.0,1.0,4,April,Male,Yes,"No, never",520.0488,1536.0
1.0,1.0,3,March,Female,Yes,"No, never",578.3838000000001,1536.0
1.0,1.0,7,July,Male,Yes,"No, never",648.1292000000001,1536.0
1.0,1.0,5,May,Female,Yes,"No, never",442.2574000000001,1536.0
1.0,1.0,12,December,Female,Yes,"No, never",580.6323,1536.0
1.0,1.0,2,February,Female,Yes,"No, never",666.5913,1536.0
1.0,1.0,5,May,Male,Yes,"No, never",587.7067000000001,1536.0
1.0,1.0,12,December,Male,Yes,"No, never",649.3358999999999,1536.0
1.0,1.0,3,March,Female,Yes,"No, never",432.2727,1536.0
1.0,1.0,5,May,Female,Yes,"No, never",518.8199999999999,1536.0
1.0,1.0,6,June,Female,Yes,"No, never",605.9594999999999,1536.0
1.0,1.0,7,July,Male,Yes,"No, never",447.7848,1536.0
1.0,1.0,6,June,Female,Yes,"No, never",549.4381999999999,1536.0
1.0,0.0,6,June,Male,Yes,"No, never",512.973,1536.0
1.0,1.0,11,November,Female,Yes,"No, never",408.88749999999993,1536.0
1.0,1.0,11,November,Male,Yes,"No, never",640.0960000000001,1536.0
1.0,1.0,8,August,Male,Yes,"No, never",543.6541000000001,1536.0
1.0,1.0,11,November,Male,Yes,"No, never",599.5,1536.0
1.0,0.0,4,April,Male,Yes,"Yes, once",535.1501000000001,1536.0
1.0,1.0,7,July,Female,Yes,"No, never",632.0558,1536.0
1.0,1.0,7,July,Female,Yes,"No, never",517.1111,1536.0
1.0,1.0,7,July,Female,Yes,"No, never",634.0568,1536.0
1.0,1.0,10,October,Female,Yes,"No, never",508.5571999999999,1536.0
1.0,1.0,10,October,Female,Yes,"No, never",535.9655,1536.0
1.0,1.0,8,August,Female,Yes,"No, never",563.2851,1536.0
1.0,1.0,2,February,Male,Yes,"No, never",577.0965,1536.0
1.0,1.0,1,January,Female,Yes,"No, never",596.4825000000001,1536.0
1.0,1.0,5,May,Male,Yes,"No, never",605.6706999999999,1536.0
1.0,1.0,5,May,Male,Yes,"No, never",613.6513000000001,1536.0
1.0,1.0,5,May,Female,Yes,"No, never",400.5357,1536.0
1.0,1.0,8,August,Female,Yes,"No, never",559.1028,1536.0
1.0,1.0,3,March,Male,Yes,"No, never",634.76,1536.0
1.0,1.0,4,April,Female,Yes,"No, never",552.5656000000001,1536.0
1.0,1.0,9,September,Female,Yes,"No, never",570.3375,1536.0
1.0,1.0,11,November,Male,Yes,"No, never",639.1724,1536.0
1.0,1.0,5,May,Male,Yes,"No, never",538.8243999999999,679.0
1.0,1.0,2,February,Female,Yes,"No, never",467.08299999999997,679.0
1.0,0.0,7,July,Female,Yes,"No, never",465.77110000000005,679.0
1.0,1.0,12,December,Male,Yes,"Yes, once",433.65110000000004,679.0
1.0,1.0,3,March,Male,Yes,"No, never",472.89130000000006,679.0
1.0,1.0,1,January,Male,Yes,"No, never",662.7315000000001,679.0
1.0,1.0,4,April,Female,Yes,"No, never",476.1692000000001,679.0
1.0,0.0,4,April,Male,Yes,"No, never",500.90770000000003,679.0
1.0,0.0,12,December,Male,Yes,"Yes, once",440.86569999999995,679.0
1.0,0.0,1,January,Female,Yes,"Yes, once",378.952,679.0
1.0,0.0,9,September,Female,Yes,"Yes, once",397.2327,679.0
1.0,1.0,2,February,Male,Yes,"No, never",510.0729,679.0
1.0,0.0,4,April,Female,Yes,"No, never",494.4639,679.0
1.0,1.0,6,June,Female,Yes,"Yes, once",403.2842,679.0
1.0,0.0,3,March,Female,Yes,"No, never",422.99120000000005,679.0
1.0,0.0,9,September,Female,Yes,"No, never",415.02869999999996,679.0
1.0,1.0,4,April,Male,Yes,"No, never",447.17719999999997,679.0
1.0,1.0,5,May,Female,Yes,"Yes, once",320.0488,679.0
1.0,0.0,7,July,Male,Yes,"No, never",660.4825,679.0
1.0,0.0,11,November,Female,Yes,"No, never",544.3017,679.0
1.0,1.0,7,July,Female,Yes,"No, never",480.4393,679.0
1.0,1.0,4,April,Female,Yes,"No, never",482.2619000000001,679.0
1.0,1.0,7,July,Male,Yes,"No, never",471.78380000000004,679.0
1.0,0.0,3,March,Female,Yes,"No, never",487.0875,679.0
1.0,1.0,9,September,Female,Yes,"Yes, once",370.0293,679.0
1.0,1.0,5,May,Female,Yes,"No, never",468.8759999999999,679.0
1.0,1.0,7,July,Male,Yes,"No, never",510.5188,679.0
1.0,1.0,9,September,Female,Yes,"No, never",568.3789999999999,679.0
1.0,1.0,11,November,Female,Yes,"No, never",544.0353,679.0
1.0,1.0,4,April,Female,Yes,"No, never",461.2333,679.0
0.0,1.0,7,July,Male,Yes,,479.0370999999999,679.0
1.0,1.0,11,November,Female,Yes,"No, never",481.87300000000005,679.0
0.0,0.0,8,August,Female,Yes,"Yes, once",307.9816,679.0
1.0,0.0,3,March,Male,Yes,"No, never",454.6333000000001,679.0
1.0,0.0,1,January,Male,Yes,"Yes, once",439.0446,679.0
1.0,0.0,2,February,Male,Yes,"No, never",600.8812,679.0
1.0,1.0,2,February,Female,Yes,"No, never",567.1172,679.0
1.0,1.0,12,December,Female,Yes,"Yes, once",423.16490000000005,679.0
1.0,0.0,8,August,Male,Yes,"No, never",554.2576999999999,679.0
1.0,0.0,8,August,Male,Yes,"No, never",555.6171,325.0
,1.0,8,August,Male,Yes,"No, never",494.00200000000007,325.0
1.0,1.0,3,March,Female,Yes,"No, never",507.0812000000001,325.0
1.0,1.0,2,February,Female,Yes,"No, never",579.7938999999999,325.0
1.0,1.0,5,May,Male,Yes,"No, never",617.2876,325.0
1.0,1.0,7,July,Female,Yes,"No, never",491.72339999999997,325.0
1.0,1.0,3,March,Female,Yes,"No, never",536.5762000000001,325.0
1.0,1.0,8,August,Female,Yes,"No, never",475.1192,325.0
1.0,1.0,6,June,Male,Yes,"No, never",555.1764000000001,325.0
1.0,1.0,6,June,Female,Yes,"No, never",512.3063,325.0
1.0,1.0,3,March,Female,Yes,"No, never",448.55649999999997,325.0
1.0,0.0,10,October,Male,Yes,"No, never",547.8323,325.0
1.0,1.0,10,October,Male,Yes,"Yes, once",510.7218999999999,325.0
1.0,1.0,2,February,Male,Yes,"No, never",581.8542,325.0
1.0,0.0,11,November,Female,Yes,"Yes, once",384.279,325.0
1.0,1.0,5,May,Male,Yes,"Yes, once",502.7862,325.0
1.0,1.0,12,December,Female,Yes,"No, never",544.0611999999999,325.0
1.0,1.0,5,May,Male,Yes,"No, never",542.5082,325.0
1.0,1.0,5,May,Male,Yes,"No, never",542.1007000000001,325.0
1.0,1.0,12,December,Female,Yes,"No, never",597.9161999999999,325.0
1.0,1.0,9,September,Female,Yes,"No, never",558.0046999999998,325.0
1.0,1.0,2,February,Female,Yes,"No, never",540.2569,325.0
1.0,1.0,7,July,Female,Yes,"No, never",589.1327,325.0
0.0,0.0,3,March,Male,Yes,"No, never",480.7279,519.0
1.0,1.0,11,November,Male,Yes,"No, never",483.7576000000001,519.0
1.0,0.0,2,February,Female,Yes,"No, never",624.3954,519.0
1.0,1.0,8,August,Female,,"No, never",423.3652,519.0
1.0,1.0,11,November,Male,Yes,"No, never",598.0309,519.0
1.0,1.0,7,July,Male,Yes,"Yes, once",457.8843,519.0
1.0,0.0,7,July,Female,Yes,"No, never",515.7511000000001,519.0
1.0,0.0,8,August,Male,Yes,"No, never",504.5996,519.0
1.0,1.0,5,May,Male,Yes,"Yes, once",344.13730000000004,519.0
1.0,1.0,11,November,Female,Yes,"No, never",500.92510000000004,519.0
1.0,1.0,11,November,Female,Yes,"No, never",505.7034,519.0
0.0,0.0,10,October,Female,Yes,"No, never",401.58939999999996,519.0
1.0,0.0,5,May,Female,Yes,"No, never",489.9458000000001,519.0
0.0,0.0,9,September,Male,Yes,"No, never",578.1764999999999,519.0
1.0,1.0,5,May,Male,Yes,"No, never",530.3461,519.0
1.0,1.0,9,September,Male,Yes,"Yes, twice or more",444.8568,519.0
1.0,1.0,7,July,Female,Yes,"No, never",435.04560000000004,519.0
1.0,0.0,4,April,Female,Yes,"No, never",441.2151,519.0
1.0,0.0,8,August,Female,Yes,"No, never",393.25000000000006,519.0
1.0,1.0,10,October,Female,Yes,"No, never",533.0147,519.0
1.0,0.0,1,January,Male,Yes,"No, never",386.08820000000003,519.0
1.0,0.0,5,May,Female,Yes,"No, never",491.9143,519.0
1.0,1.0,7,July,Male,Yes,"No, never",545.9393000000001,519.0
1.0,0.0,4,April,Female,Yes,"No, never",390.0683,519.0
1.0,1.0,8,August,Female,Yes,"No, never",486.19660000000005,519.0
,,9,September,Female,,,402.2314,519.0
1.0,1.0,10,October,Male,Yes,"No, never",539.1339,519.0
1.0,0.0,8,August,Male,Yes,"No, never",512.9532,519.0
1.0,1.0,7,July,Female,Yes,"No, never",499.96540000000005,519.0
1.0,1.0,8,August,Male,Yes,"No, never",528.2946000000001,519.0
1.0,1.0,5,May,Male,Yes,"No, never",516.5914,519.0
1.0,1.0,4,April,Male,Yes,"No, never",524.0219999999999,519.0
1.0,1.0,7,July,Female,Yes,"No, never",597.0827999999999,519.0
1.0,1.0,7,July,Male,Yes,"No, never",573.2589,519.0
1.0,1.0,12,December,Male,Yes,"Yes, once",449.9745,519.0
0.0,0.0,9,September,Female,Yes,"No, never",458.46049999999997,519.0
1.0,1.0,1,January,Male,Yes,"Yes, once",392.26290000000006,519.0
1.0,1.0,9,September,Female,Yes,"No, never",514.3558,519.0
1.0,1.0,5,May,Female,Yes,"No, never",326.048,780.0
0.0,0.0,1,January,Male,Yes,"Yes, once",345.0155,780.0
1.0,0.0,6,June,Male,Yes,"No, never",607.5699000000001,780.0
1.0,1.0,12,December,Male,Yes,"Yes, once",407.9977,780.0
1.0,0.0,5,May,Male,Yes,"Yes, once",407.83680000000004,780.0
1.0,0.0,4,April,Female,Yes,"No, never",484.15,780.0
1.0,1.0,12,December,Female,Yes,"Yes, once",422.1326,780.0
1.0,1.0,12,December,Male,Yes,"Yes, once",321.7396,780.0
1.0,0.0,12,December,Female,Yes,"Yes, once",419.1817,780.0
1.0,1.0,1,January,Male,Yes,"No, never",562.3435,780.0
1.0,1.0,9,September,Male,Yes,"No, never",501.45070000000004,780.0
1.0,1.0,1,January,Male,Yes,"No, never",527.4687,780.0
1.0,0.0,10,October,Male,Yes,"No, never",441.6104,780.0
1.0,0.0,11,November,Male,Yes,"No, never",426.0762,780.0
1.0,0.0,10,October,Female,Yes,"Yes, once",366.31600000000003,780.0
1.0,1.0,4,April,Female,Yes,"Yes, once",370.5284,780.0
1.0,1.0,9,September,Male,Yes,"No, never",435.81179999999995,780.0
1.0,1.0,5,May,Female,Yes,"No, never",481.62250000000006,780.0
1.0,0.0,5,May,Male,Yes,"Yes, once",396.07630000000006,780.0
1.0,1.0,5,May,Female,No,"Yes, once",273.46639999999996,780.0
1.0,1.0,1,January,Male,Yes,"Yes, once",291.8407,780.0
1.0,0.0,2,February,Female,Yes,"No, never",470.3648,780.0
1.0,0.0,5,May,Male,Yes,"No, never",449.50339999999994,780.0
1.0,1.0,12,December,Female,Yes,"No, never",528.4968,780.0
0.0,0.0,11,November,Female,Yes,"Yes, once",374.4201,780.0
1.0,1.0,9,September,Female,Yes,"No, never",510.8444000000001,780.0
0.0,0.0,8,August,Male,Yes,"Yes, once",347.65659999999997,780.0
1.0,0.0,11,November,Male,Yes,"Yes, once",411.03450000000004,780.0
,0.0,4,April,Male,Yes,"Yes, once",360.69,780.0
1.0,0.0,12,December,Male,No,"Yes, once",381.8591,780.0
1.0,1.0,10,October,Male,Yes,"No, never",459.2205,780.0
1.0,1.0,10,October,Male,Yes,"No, never",542.8725999999999,780.0
1.0,0.0,9,September,Female,Yes,"Yes, once",308.50100000000003,780.0
1.0,1.0,6,June,Female,Yes,"Yes, once",370.04830000000004,780.0
1.0,1.0,3,March,Female,Yes,"No, never",632.3815000000001,486.0
1.0,0.0,9,September,Female,Yes,"No, never",409.13120000000004,486.0
1.0,0.0,10,October,Female,Yes,"No, never",525.4473,486.0
1.0,1.0,9,September,Female,Yes,"No, never",501.1759,486.0
1.0,0.0,8,August,Male,Yes,"No, never",507.41880000000003,486.0
1.0,1.0,1,January,Male,Yes,"No, never",595.8751,486.0
,,1,January,Female,Yes,"No, never",487.6549999999999,486.0
1.0,0.0,9,September,Female,Yes,"No, never",607.5242000000001,486.0
1.0,1.0,5,May,Female,Yes,"No, never",448.19220000000007,486.0
,,6,June,Female,Yes,"No, never",530.3928,486.0
1.0,1.0,10,October,Female,Yes,"No, never",565.5435,486.0
1.0,1.0,9,September,Male,Yes,"No, never",466.76860000000005,486.0
1.0,1.0,2,February,Male,Yes,"No, never",530.9135,486.0
1.0,,3,March,Male,Yes,"No, never",481.09970000000004,486.0
,1.0,4,April,Male,Yes,"No, never",472.99899999999997,486.0
,,6,June,Male,Yes,"No, never",518.0845,486.0
1.0,,12,December,Male,Yes,"Yes, once",473.82250000000005,486.0
1.0,0.0,1,January,Female,Yes,"No, never",591.3104000000001,486.0
1.0,1.0,5,May,Male,Yes,"No, never",468.9264,486.0
1.0,1.0,5,May,Female,Yes,"Yes, once",383.77639999999997,486.0
1.0,0.0,10,October,Female,Yes,"No, never",364.06069999999994,486.0
1.0,1.0,10,October,Female,Yes,"No, never",615.2291,486.0
1.0,1.0,2,February,Female,Yes,"No, never",550.3425,486.0
